Date	 NEE	 CH4_s1	 CH4_s2	 H 	 LE	 Tair	 Tsoil 5cm	 Tsoil 10cm	 Tsoil 20cm	 Tsoil 30cm	 Tsoil 40cm	  Tsoil 50cm	  Tsoil 100cm	  Tsoil 200cm	  Water Table	  RH	  Prec	 
-	 [g m-2 d-1]	 [g m-2 d-1]	 [g m-2 d-1]	 [Wm-2]	 [Wm-2]	 [C]	 [C]	 [C]	 [C]	 [C]	 [C]	  [C]	  [C]	  [C]	  [m]	  [%]	  [inches d-1]	
42005	 0.392	 0.0247	 0.0187	 -6.3	 9.4	 -11.0	 0.8	 1.1	 2.0	 2.7	 3.4	 4.2	 6.5	 7.701	 2.1	 85.2	 0.000	
42006	 0.578	 0.0222	 0.0191	 -14.1	 5.4	 -13.3	 0.7	 1.1	 1.9	 2.7	 3.3	 4.1	 6.5	 7.677	 1.8	 97.2	 0.000	
42007	 0.582	 0.0218	 0.0191	 -12.7	 3.4	 -10.1	 0.7	 1.0	 1.9	 2.6	 3.3	 4.1	 6.4	 7.657	 1.8	 97.9	 0.001	
42008	 0.024	 0.0208	 0.0197	 -10.9	 0.0	 -26.4	 0.6	 1.0	 1.8	 2.5	 3.2	 4.0	 6.4	 7.642	 1.5	 100.0	 0.000	
42009	 0.388	 0.0214	 0.0197	 -13.3	 1.8	 -24.0	 0.6	 0.9	 1.8	 2.5	 3.1	 3.9	 6.3	 7.622	 1.2	 100.0	 0.000	
42010	 0.399	 0.0219	 0.0194	 -10.5	 3.3	 -20.0	 0.6	 0.9	 1.7	 2.4	 3.1	 3.9	 6.3	 7.579	 1.2	 99.4	 0.000	
42011	 0.371	 0.0218	 0.0195	 -10.5	 3.3	 -23.3	 0.5	 0.8	 1.7	 2.4	 3.0	 3.8	 6.2	 7.557	 1.2	 100.0	 0.000	
42012	 0.459	 0.0218	 0.0187	 -19.3	 0.4	 -17.7	 0.5	 0.8	 1.6	 2.3	 3.0	 3.8	 6.2	 7.526	 1.8	 98.1	 0.001	
42013	 0.395	 0.0216	 0.0194	 -10.4	 1.1	 -20.3	 0.4	 0.8	 1.6	 2.3	 2.9	 3.7	 6.1	 7.507	 1.2	 100.0	 0.000	
42014	 0.382	 0.0214	 0.0193	 -11.1	 0.8	 -20.3	 0.4	 0.7	 1.6	 2.2	 2.9	 3.7	 6.1	 7.477	 1.2	 99.1	 0.000	
42015	 0.386	 0.0215	 0.0194	 -16.9	 -0.3	 -20.8	 0.4	 0.7	 1.5	 2.2	 2.8	 3.6	 6.0	 7.456	 0.9	 99.3	 0.000	
42016	 0.361	 0.0212	 0.0195	 -12.0	 2.9	 -23.4	 0.4	 0.7	 1.5	 2.2	 2.8	 3.6	 6.0	 7.427	 0.9	 99.9	 0.000	
42017	 0.401	 0.0212	 0.0199	 -9.1	 3.3	 -18.8	 0.3	 0.7	 1.4	 2.1	 2.7	 3.6	 5.9	 7.411	 0.6	 95.1	 0.000	
42018	 0.532	 0.0214	 0.0198	 -11.4	 3.4	 -10.4	 0.3	 0.6	 1.4	 2.1	 2.7	 3.5	 5.9	 7.380	 0.6	 85.8	 0.000	
42019	 0.655	 0.0211	 0.0198	 -11.1	 2.2	 -4.7	 0.3	 0.6	 1.4	 2.0	 2.6	 3.5	 5.8	 7.353	 0.6	 92.8	 0.000	
42020	 0.483	 0.0212	 0.0198	 -10.6	 0.4	 -12.2	 0.3	 0.6	 1.4	 2.0	 2.6	 3.4	 5.8	 7.328	 0.6	 91.6	 0.000	
42021	 0.698	 0.0213	 0.0189	 -18.4	 0.0	 -3.7	 0.3	 0.6	 1.3	 2.0	 2.6	 3.4	 5.7	 7.300	 0.9	 89.7	 0.001	
42022	 0.620	 0.0211	 0.0197	 -25.2	 -1.2	 -5.3	 0.3	 0.6	 1.3	 1.9	 2.5	 3.3	 5.7	 7.272	 0.6	 89.2	 0.000	
42023	 0.606	 0.0210	 0.0203	 -11.3	 2.0	 -6.5	 0.3	 0.6	 1.3	 1.9	 2.5	 3.3	 5.6	 7.247	 0.3	 92.9	 0.000	
42024	 0.710	 0.0211	 0.0202	 -10.2	 2.2	 -4.4	 0.3	 0.6	 1.3	 1.9	 2.5	 3.3	 5.6	 7.223	 0.3	 94.0	 0.000	
42025	 0.678	 0.0210	 0.0205	 -12.5	 2.1	 -5.8	 0.3	 0.6	 1.3	 1.9	 2.4	 3.2	 5.6	 7.204	 0.0	 95.8	 0.000	
42026	 0.501	 0.0212	 0.0206	 -11.6	 2.5	 -7.0	 0.3	 0.5	 1.2	 1.8	 2.4	 3.2	 5.5	 7.176	 0.0	 85.8	 0.000	
42027	 0.611	 0.0220	 0.0205	 -9.1	 2.1	 1.6	 0.3	 0.5	 1.2	 1.8	 2.4	 3.2	 5.5	 7.148	 0.0	 81.4	 0.000	
42028	 0.549	 0.0215	 0.0205	 -2.7	 3.0	 -0.9	 0.3	 0.5	 1.2	 1.8	 2.3	 3.1	 5.4	 7.122	 0.0	 77.2	 0.000	
42029	 0.579	 0.0213	 0.0207	 1.2	 3.8	 -7.5	 0.3	 0.5	 1.2	 1.8	 2.3	 3.1	 5.4	 7.105	 -0.3	 94.3	 0.000	
42030	 0.647	 0.0208	 0.0203	 -1.8	 2.4	 -2.5	 0.3	 0.5	 1.2	 1.7	 2.3	 3.1	 5.3	 7.072	 0.0	 85.9	 0.000	
42031	 0.617	 0.0208	 0.0206	 1.7	 3.3	 -2.5	 0.3	 0.5	 1.2	 1.7	 2.3	 3.0	 5.3	 7.051	 -0.3	 87.8	 0.000	
42032	 0.745	 0.0207	 0.0205	 -8.6	 1.7	 -2.9	 0.3	 0.5	 1.2	 1.7	 2.2	 3.0	 5.3	 7.032	 -0.3	 92.8	 0.000	
42033	 0.582	 0.0208	 0.0208	 -14.2	 1.9	 -9.2	 0.3	 0.5	 1.1	 1.7	 2.2	 3.0	 5.2	 7.002	 -0.6	 96.1	 0.000	
42034	 0.465	 0.0206	 0.0207	 -7.3	 2.5	 -14.3	 0.2	 0.5	 1.1	 1.7	 2.2	 2.9	 5.2	 6.983	 -0.6	 98.9	 0.000	
42035	 0.508	 0.0204	 0.0209	 0.4	 3.9	 -11.5	 0.2	 0.5	 1.1	 1.7	 2.2	 2.9	 5.2	 6.958	 -0.6	 98.1	 0.000	
42036	 0.368	 0.0201	 0.0210	 2.4	 4.0	 -21.8	 0.1	 0.4	 1.1	 1.6	 2.2	 2.9	 5.1	 6.936	 -0.9	 100.0	 0.000	
42037	 0.372	 0.0201	 0.0209	 4.7	 4.4	 -19.1	 0.1	 0.4	 1.1	 1.6	 2.1	 2.9	 5.1	 6.906	 -0.9	 99.6	 0.000	
42038	 0.411	 0.0201	 0.0208	 4.1	 4.5	 -16.4	 0.1	 0.4	 1.0	 1.6	 2.1	 2.8	 5.0	 6.883	 -0.9	 99.5	 0.000	
42039	 0.328	 0.0217	 0.0209	 -1.7	 3.4	 -18.3	 0.0	 0.3	 1.0	 1.5	 2.1	 2.8	 5.0	 6.858	 -1.2	 100.0	 0.000	
42040	 0.384	 0.0205	 0.0210	 -12.3	 3.2	 -13.5	 -0.0	 0.3	 1.0	 1.5	 2.1	 2.8	 5.0	 6.836	 -1.5	 92.2	 0.000	
42041	 0.232	 0.0179	 0.0213	 6.1	 4.3	 -10.4	 -0.0	 0.3	 1.0	 1.5	 2.0	 2.7	 4.9	 6.810	 -1.5	 100.0	 0.000	
42042	 0.339	 0.0196	 0.0208	 -4.0	 2.9	 -5.9	 -0.0	 0.3	 0.9	 1.5	 2.0	 2.7	 4.9	 6.775	 -1.5	 94.8	 0.000	
42043	 0.451	 0.0157	 0.0210	 2.8	 2.8	 -9.6	 -0.0	 0.3	 0.9	 1.4	 2.0	 2.7	 4.9	 6.759	 -1.8	 99.4	 0.000	
42044	 0.557	 0.0199	 0.0210	 -3.6	 2.9	 -6.6	 -0.0	 0.3	 0.9	 1.4	 1.9	 2.7	 4.8	 6.730	 -1.8	 98.1	 0.000	
42045	 0.638	 0.0198	 0.0209	 -10.4	 1.5	 -5.5	 -0.0	 0.3	 0.9	 1.4	 1.9	 2.6	 4.8	 6.707	 -1.8	 94.5	 0.004	
42046	 0.227	 0.0209	 0.0219	 -10.3	 2.8	 -14.1	 -0.0	 0.2	 0.9	 1.4	 1.9	 2.6	 4.8	 6.689	 -2.4	 100.0	 0.000	
42047	 0.358	 0.0187	 0.0217	 -12.6	 1.0	 -20.5	 -0.1	 0.2	 0.9	 1.4	 1.9	 2.6	 4.7	 6.671	 -2.1	 98.3	 0.000	
42048	 0.399	 0.0210	 0.0210	 -15.0	 2.5	 -12.7	 -0.1	 0.2	 0.8	 1.3	 1.8	 2.5	 4.7	 6.639	 -1.8	 97.4	 0.000	
42049	 0.100	 0.0210	 0.0218	 -18.8	 0.5	 -22.5	 -0.1	 0.2	 0.8	 1.3	 1.8	 2.5	 4.7	 6.616	 -2.1	 100.0	 0.000	
42050	 0.388	 0.0195	 0.0214	 -16.9	 -0.1	 -20.1	 -0.1	 0.2	 0.8	 1.3	 1.8	 2.5	 4.6	 6.592	 -2.4	 100.0	 0.000	
42051	 0.341	 0.0210	 0.0212	 -14.7	 1.3	 -14.8	 -0.1	 0.2	 0.8	 1.3	 1.8	 2.5	 4.6	 6.563	 -2.1	 99.3	 0.000	
42052	 0.125	 0.0170	 0.0215	 -12.6	 0.3	 -20.3	 -0.1	 0.1	 0.8	 1.3	 1.8	 2.4	 4.6	 6.546	 -2.1	 97.8	 0.000	
42053	 0.052	 0.0203	 0.0225	 -14.3	 0.0	 -24.9	 -0.1	 0.1	 0.7	 1.2	 1.7	 2.4	 4.5	 6.525	 -2.4	 100.0	 0.000	
42054	 0.337	 0.0184	 0.0221	 -15.7	 0.7	 -24.4	 -0.2	 0.1	 0.7	 1.2	 1.7	 2.4	 4.5	 6.503	 -2.7	 99.6	 0.000	
42055	 0.562	 0.0192	 0.0215	 -23.1	 -0.7	 -12.5	 -0.2	 0.1	 0.7	 1.2	 1.7	 2.4	 4.5	 6.476	 -2.7	 98.8	 0.000	
42056	 0.223	 0.0216	 0.0222	 -19.3	 0.4	 -15.9	 -0.1	 0.1	 0.7	 1.2	 1.7	 2.3	 4.4	 6.459	 -2.7	 94.5	 0.000	
42057	 0.207	 0.0187	 0.0220	 -17.2	 0.1	 -25.7	 -0.1	 0.1	 0.7	 1.2	 1.7	 2.3	 4.4	 6.436	 -3.0	 100.0	 0.000	
42058	 0.418	 0.0190	 0.0219	 -18.0	 1.7	 -17.7	 -0.2	 0.0	 0.7	 1.1	 1.6	 2.3	 4.4	 6.418	 -3.0	 92.8	 0.000	
42059	 0.322	 0.0222	 0.0228	 -25.3	 6.2	 -10.5	 -0.2	 0.1	 0.6	 1.1	 1.6	 2.3	 4.4	 6.392	 -3.3	 90.2	 0.000	
42060	 0.214	 0.0194	 0.0227	 -16.5	 1.2	 -19.3	 -0.2	 0.0	 0.6	 1.1	 1.6	 2.2	 4.3	 6.368	 -3.3	 99.3	 0.000	
42061	 0.282	 0.0188	 0.0224	 -13.7	 0.8	 -20.9	 -0.2	 0.0	 0.6	 1.1	 1.6	 2.2	 4.3	 6.340	 -3.3	 99.9	 0.000	
42062	 0.349	 0.0192	 0.0216	 -20.3	 3.4	 -18.6	 -0.2	 0.0	 0.6	 1.1	 1.6	 2.2	 4.3	 6.327	 -3.0	 86.0	 0.000	
42063	 0.370	 0.0190	 0.0216	 -19.4	 4.5	 -13.8	 -0.2	 -0.0	 0.6	 1.1	 1.5	 2.2	 4.3	 6.305	 -3.0	 86.9	 0.000	
42064	 0.433	 0.0190	 0.0219	 -21.4	 2.6	 -10.2	 -0.2	 -0.0	 0.6	 1.0	 1.5	 2.2	 4.2	 6.285	 -3.0	 96.0	 0.000	
42065	 0.334	 0.0191	 0.0212	 -16.9	 5.1	 -10.4	 -0.2	 -0.0	 0.6	 1.0	 1.5	 2.1	 4.2	 6.260	 -3.0	 74.7	 0.000	
42066	 0.474	 0.0249	 0.0215	 -23.8	 3.9	 -9.4	 -0.2	 -0.0	 0.5	 1.0	 1.5	 2.1	 4.2	 6.235	 -3.0	 93.5	 0.002	
42067	 0.210	 0.0195	 0.0222	 -11.5	 1.5	 -20.6	 -0.2	 -0.0	 0.5	 1.0	 1.5	 2.1	 4.1	 6.217	 -3.3	 100.0	 0.000	
42068	 0.342	 0.0189	 0.0215	 -20.2	 4.5	 -20.1	 -0.2	 -0.0	 0.5	 1.0	 1.5	 2.1	 4.1	 6.195	 -3.6	 92.1	 0.000	
42069	 0.425	 0.0191	 0.0226	 -19.8	 4.0	 -6.8	 -0.2	 -0.1	 0.5	 1.0	 1.4	 2.1	 4.1	 6.166	 -3.6	 77.1	 0.000	
42070	 0.411	 0.0188	 0.0223	 -15.4	 6.4	 -2.7	 -0.2	 -0.0	 0.5	 1.0	 1.4	 2.1	 4.1	 6.147	 -3.9	 75.4	 0.000	
42071	 0.596	 0.0175	 0.0235	 -15.2	 7.4	 1.2	 -0.2	 -0.0	 0.5	 0.9	 1.4	 2.0	 4.0	 6.130	 -4.2	 78.5	 0.000	
42072	 0.502	 0.0241	 0.0233	 -22.7	 11.4	 4.0	 -0.2	 -0.0	 0.5	 0.9	 1.4	 2.0	 4.0	 6.111	 -3.9	 67.5	 0.000	
42073	 0.374	 0.0230	 0.0165	 -23.2	 12.8	 5.9	 -0.1	 -0.0	 0.5	 0.9	 1.4	 2.0	 4.0	 6.084	 1.5	 70.4	 0.000	
42074	 0.290	 0.0213	 0.0170	 -11.1	 15.3	 2.6	 -0.1	 -0.0	 0.5	 0.9	 1.4	 2.0	 4.0	 6.065	 0.9	 75.1	 0.000	
42075	 0.122	 0.0214	 0.0157	 -7.9	 22.0	 6.6	 -0.1	 -0.0	 0.5	 0.9	 1.4	 2.0	 3.9	 6.045	 2.4	 70.8	 0.000	
42076	 0.348	 0.0224	 0.0167	 6.3	 21.3	 3.4	 -0.1	 -0.0	 0.5	 0.9	 1.3	 1.9	 3.9	 6.024	 2.1	 83.6	 0.000	
42077	 0.350	 0.0240	 0.0161	 25.0	 42.5	 4.6	 -0.1	 -0.0	 0.5	 0.9	 1.3	 1.9	 3.9	 5.999	 3.0	 77.3	 0.000	
42078	 0.133	 0.0221	 0.0150	 -8.5	 34.8	 11.7	 -0.1	 0.0	 0.5	 0.9	 1.3	 1.9	 3.8	 5.977	 3.3	 50.2	 0.000	
42079	 0.408	 0.0214	 0.0140	 -10.0	 18.1	 3.9	 -0.1	 0.0	 0.5	 0.8	 1.3	 1.9	 3.8	 5.954	 4.5	 67.0	 0.003	
42080	 0.327	 0.0253	 0.0195	 21.4	 47.6	 -0.6	 -0.1	 0.0	 0.5	 0.8	 1.3	 1.9	 3.8	 5.937	 3.6	 57.4	 0.000	
42081	 0.330	 0.0221	 0.0250	 18.1	 34.4	 -0.4	 -0.1	 0.0	 0.5	 0.8	 1.3	 1.9	 3.8	 5.914	 2.4	 68.2	 0.000	
42082	 0.345	 0.0215	 0.0157	 4.2	 30.3	 2.4	 -0.1	 0.0	 0.5	 0.8	 1.3	 1.8	 3.7	 5.893	 2.7	 68.4	 0.000	
42083	 0.388	 0.0220	 0.0181	 1.3	 20.5	 0.8	 -0.1	 0.0	 0.5	 0.8	 1.3	 1.8	 3.7	 5.869	 3.6	 79.8	 0.001	
42084	 0.098	 0.0290	 0.0313	 42.4	 39.7	 -7.1	 -0.1	 0.0	 0.5	 0.8	 1.3	 1.8	 3.7	 5.852	 3.0	 68.9	 0.000	
42085	 0.342	 0.0212	 0.0226	 38.0	 49.4	 -3.0	 -0.1	 0.0	 0.5	 0.8	 1.2	 1.8	 3.7	 5.832	 2.1	 63.3	 0.000	
42086	 0.400	 0.0216	 0.0173	 11.9	 32.7	 -0.7	 -0.1	 0.0	 0.5	 0.8	 1.2	 1.8	 3.7	 5.812	 1.5	 69.5	 0.000	
42087	 0.305	 0.0216	 0.0175	 19.6	 50.1	 2.8	 -0.1	 0.0	 0.5	 0.8	 1.2	 1.8	 3.6	 5.796	 1.5	 75.3	 0.000	
42088	 0.340	 0.0240	 0.0168	 0.1	 22.9	 -0.2	 -0.1	 0.0	 0.5	 0.8	 1.2	 1.8	 3.6	 5.775	 2.1	 85.1	 0.000	
42089	 0.120	 0.0317	 0.0295	 54.7	 52.3	 -5.0	 -0.1	 0.0	 0.5	 0.8	 1.2	 1.8	 3.6	 5.761	 1.5	 77.7	 0.000	
42090	 0.385	 0.0261	 0.0287	 48.8	 46.8	 -6.8	 -0.1	 0.0	 0.5	 0.8	 1.2	 1.8	 3.6	 5.742	 0.9	 75.0	 0.000	
42091	 0.320	 0.0217	 0.0189	 40.6	 53.9	 -1.9	 -0.1	 0.0	 0.5	 0.8	 1.2	 1.7	 3.6	 5.720	 0.6	 68.7	 0.000	
42092	 0.358	 0.0278	 0.0195	 3.4	 38.8	 3.2	 -0.1	 0.0	 0.5	 0.8	 1.2	 1.7	 3.6	 5.698	 2.1	 68.3	 0.005	
42093	 0.249	 0.0217	 0.0181	 8.8	 38.8	 2.5	 -0.1	 0.0	 0.5	 0.8	 1.2	 1.7	 3.5	 5.681	 0.9	 78.2	 0.000	
42094	 0.299	 0.0287	 0.0288	 25.3	 61.8	 4.8	 -0.1	 0.0	 0.5	 0.7	 1.2	 1.7	 3.5	 5.668	 0.6	 74.1	 0.000	
42095	 -0.020	 0.0216	 0.0183	 1.6	 46.3	 9.3	 -0.1	 0.0	 0.5	 0.7	 1.1	 1.7	 3.5	 5.639	 0.9	 66.3	 0.000	
42096	 0.315	 0.0301	 0.0243	 22.0	 77.0	 5.4	 -0.1	 0.0	 0.5	 0.6	 1.1	 1.7	 3.5	 5.629	 0.9	 71.2	 0.000	
42097	 0.054	 0.0279	 0.0322	 56.2	 51.9	 -4.2	 -0.1	 0.0	 0.5	 0.7	 1.1	 1.7	 3.5	 5.610	 -0.3	 79.5	 0.000	
42098	 0.290	 0.0320	 0.0317	 47.6	 57.9	 -1.7	 -0.1	 0.0	 0.5	 0.7	 1.1	 1.7	 3.5	 5.595	 -0.6	 75.0	 0.000	
42099	 0.256	 0.0272	 0.0347	 44.3	 55.0	 -1.5	 -0.1	 0.0	 0.5	 0.7	 1.1	 1.7	 3.4	 5.578	 -0.9	 59.4	 0.000	
42100	 -0.022	 0.0256	 0.0247	 21.7	 45.6	 0.8	 -0.1	 0.0	 0.5	 0.8	 1.1	 1.7	 3.4	 5.557	 -1.8	 39.4	 0.000	
42101	 -0.043	 0.0308	 0.0227	 1.6	 27.0	 0.5	 -0.1	 0.0	 0.5	 0.8	 1.1	 1.7	 3.4	 5.542	 -2.4	 46.9	 0.000	
42102	 0.060	 0.0247	 0.0265	 24.4	 34.2	 2.1	 -0.1	 0.0	 0.5	 0.8	 1.1	 1.7	 3.4	 5.525	 -2.1	 80.9	 0.000	
42103	 0.286	 0.0253	 0.0259	 18.2	 47.7	 3.6	 -0.1	 0.0	 0.5	 0.8	 1.1	 1.7	 3.4	 5.509	 -2.4	 74.9	 0.000	
42104	 0.238	 0.0216	 0.0319	 39.9	 79.3	 4.0	 -0.1	 0.0	 0.4	 0.8	 1.1	 1.7	 3.4	 5.490	 -2.7	 72.9	 0.000	
42105	 0.085	 0.0231	 0.0239	 16.0	 84.6	 8.9	 -0.1	 0.0	 0.5	 0.8	 1.1	 1.6	 3.4	 5.468	 -3.6	 58.6	 0.000	
42106	 -0.579	 0.0215	 0.0233	 -3.2	 72.0	 15.6	 -0.1	 0.1	 0.5	 0.8	 1.1	 1.6	 3.3	 5.457	 -3.6	 54.0	 0.000	
42107	 0.210	 0.0296	 0.0249	 6.8	 76.6	 8.3	 -0.0	 0.1	 0.4	 0.8	 1.1	 1.6	 3.3	 5.438	 -4.2	 47.9	 0.000	
42108	 0.049	 0.0278	 0.0283	 26.4	 90.1	 9.0	 -0.0	 0.1	 0.5	 0.8	 1.1	 1.6	 3.3	 5.419	 -5.4	 43.8	 0.000	
42109	 -0.083	 0.0216	 0.0260	 12.1	 95.9	 13.4	 -0.0	 0.1	 0.5	 0.8	 1.1	 1.6	 3.3	 5.406	 -5.7	 34.7	 0.000	
42110	 0.162	 0.0281	 0.0242	 3.5	 57.7	 11.5	 -0.0	 0.1	 0.5	 0.8	 1.1	 1.6	 3.3	 5.399	 -6.0	 57.4	 0.000	
42111	 0.237	 0.0288	 0.0301	 12.4	 99.9	 10.8	 -0.0	 0.1	 0.5	 0.8	 1.1	 1.6	 3.3	 5.383	 -6.3	 51.1	 0.000	
42112	 0.015	 0.0220	 0.0262	 22.2	 85.8	 9.3	 0.0	 0.1	 0.5	 0.8	 1.1	 1.6	 3.3	 5.365	 -6.9	 56.5	 0.000	
42113	 0.353	 0.0233	 0.0192	 -11.8	 22.0	 5.0	 -0.1	 0.0	 0.4	 0.7	 1.1	 1.6	 3.2	 5.350	 0.9	 73.1	 0.011	
42114	 0.350	 0.0287	 0.0220	 1.2	 30.3	 0.2	 -0.1	 0.0	 0.4	 0.7	 1.1	 1.6	 3.2	 5.339	 0.9	 84.7	 0.000	
42115	 -0.025	 0.0241	 0.0237	 11.7	 27.2	 -1.3	 -0.1	 0.0	 0.4	 0.7	 1.1	 1.6	 3.2	 5.316	 0.0	 91.1	 0.000	
42116	 -0.041	 0.0323	 0.0302	 45.8	 75.7	 0.2	 -0.1	 0.0	 0.4	 0.7	 1.1	 1.5	 3.2	 5.301	 0.3	 69.5	 0.000	
42117	 0.216	 0.0322	 0.0324	 48.1	 77.0	 1.7	 -0.0	 0.1	 0.4	 0.7	 1.0	 1.6	 3.2	 5.285	 -0.9	 62.6	 0.000	
42118	 0.324	 0.0213	 0.0201	 -6.1	 22.0	 3.4	 -0.0	 0.1	 0.4	 0.7	 1.1	 1.5	 3.2	 5.270	 -1.8	 69.4	 0.000	
42119	 -0.113	 0.0238	 0.0277	 34.5	 75.1	 7.5	 0.0	 0.1	 0.4	 0.7	 1.1	 1.5	 3.1	 5.256	 -2.1	 52.5	 0.000	
42120	 0.213	 0.0238	 0.0284	 40.9	 94.0	 5.9	 0.0	 0.1	 0.4	 0.7	 1.1	 1.5	 3.1	 5.238	 -3.3	 57.7	 0.000	
42121	 0.147	 0.0279	 0.0297	 33.4	 102.8	 9.3	 0.0	 0.1	 0.4	 0.7	 1.1	 1.5	 3.1	 5.217	 -4.8	 57.8	 0.000	
42122	 0.197	 0.0289	 0.0360	 28.9	 99.5	 10.5	 0.1	 0.1	 0.4	 0.7	 1.0	 1.5	 3.1	 5.211	 -4.8	 67.3	 0.000	
42123	 0.115	 0.0264	 0.0275	 12.2	 54.3	 8.3	 0.0	 0.1	 0.4	 0.7	 1.1	 1.5	 3.1	 5.200	 -5.7	 67.7	 0.000	
42124	 -0.225	 0.0224	 0.0271	 31.4	 96.0	 12.0	 0.1	 0.1	 0.4	 0.7	 1.0	 1.5	 3.1	 5.189	 -6.0	 55.0	 0.000	
42125	 -0.603	 0.0259	 0.0308	 22.4	 78.9	 12.7	 0.1	 0.1	 0.4	 0.7	 1.0	 1.5	 3.1	 5.165	 -6.0	 67.7	 0.001	
42126	 -0.464	 0.0247	 0.0291	 29.9	 109.9	 16.0	 0.1	 0.1	 0.4	 0.7	 1.0	 1.5	 3.1	 5.145	 -6.6	 50.5	 0.000	
42127	 0.210	 0.0344	 0.0314	 -0.9	 84.2	 15.5	 0.2	 0.1	 0.4	 0.7	 1.0	 1.5	 3.1	 5.142	 -7.5	 56.7	 0.000	
42128	 0.130	 0.0309	 0.0364	 36.3	 97.0	 9.7	 0.1	 0.1	 0.4	 0.7	 1.0	 1.5	 3.1	 5.125	 -8.7	 59.5	 0.000	
42129	 -0.092	 0.0217	 0.0268	 33.9	 109.1	 12.8	 0.1	 0.1	 0.4	 0.7	 1.0	 1.5	 3.0	 5.112	 -9.6	 51.8	 0.000	
42130	 -0.699	 0.0215	 0.0264	 3.6	 42.4	 14.2	 0.2	 0.1	 0.4	 0.7	 1.0	 1.5	 3.0	 5.099	 -9.3	 69.4	 0.001	
42131	 -0.367	 0.0215	 0.0261	 -14.9	 28.1	 15.2	 0.3	 0.1	 0.4	 0.7	 1.0	 1.5	 3.0	 5.093	 -7.2	 81.9	 0.002	
42132	 -0.036	 0.0289	 0.0339	 40.9	 62.8	 5.2	 0.2	 0.1	 0.4	 0.7	 1.0	 1.5	 3.0	 5.078	 -6.9	 81.7	 0.000	
42133	 0.020	 0.0261	 0.0264	 23.4	 42.4	 5.9	 0.2	 0.1	 0.4	 0.7	 1.0	 1.5	 3.0	 5.067	 -6.9	 83.5	 0.000	
42134	 -0.177	 0.0257	 0.0260	 21.6	 52.6	 6.7	 0.2	 0.1	 0.4	 0.7	 1.0	 1.5	 3.0	 5.052	 -7.8	 75.4	 0.019	
42135	 0.421	 0.0213	 0.0166	 -5.9	 19.0	 4.2	 0.1	 0.1	 0.3	 0.2	 0.6	 1.4	 2.9	 5.034	 2.1	 84.2	 0.013	
42136	 0.137	 0.0294	 0.0150	 45.5	 78.9	 4.0	 0.1	 0.1	 0.4	 0.4	 0.8	 1.4	 2.9	 5.003	 6.3	 72.0	 0.000	
42137	 0.453	 0.0214	 0.0134	 -5.0	 24.2	 3.8	 0.1	 0.1	 0.4	 0.4	 0.8	 1.4	 2.9	 4.985	 6.0	 83.8	 0.010	
42138	 0.172	 0.0218	 0.0126	 -1.9	 26.1	 7.6	 0.5	 0.3	 0.4	 0.4	 0.8	 1.4	 2.9	 4.967	 8.7	 76.0	 0.011	
42139	 -0.201	 0.0263	 0.0236	 22.0	 55.2	 10.4	 0.4	 0.3	 0.5	 0.5	 0.8	 1.4	 2.9	 4.937	 11.1	 79.3	 0.000	
42140	 -1.020	 0.0222	 0.0143	 19.5	 69.2	 13.2	 0.2	 0.2	 0.5	 0.6	 0.9	 1.4	 2.8	 4.927	 11.1	 73.7	 0.001	
42141	 -0.428	 0.0228	 0.0108	 1.1	 38.0	 15.4	 1.2	 0.4	 0.5	 0.6	 0.9	 1.4	 2.8	 4.900	 14.4	 75.9	 0.022	
42142	 0.245	 0.0231	 0.0122	 18.0	 55.0	 3.8	 1.0	 0.3	 0.5	 0.7	 0.9	 1.4	 2.8	 4.869	 15.9	 88.1	 0.006	
42143	 -0.148	 0.0258	 0.0332	 57.1	 112.2	 5.7	 0.3	 0.2	 0.5	 0.7	 0.9	 1.4	 2.8	 4.856	 15.9	 72.2	 0.000	
42144	 0.095	 0.0265	 0.0196	 38.4	 113.3	 9.1	 0.2	 0.2	 0.5	 0.7	 1.0	 1.4	 2.8	 4.843	 15.3	 65.3	 0.000	
42145	 0.061	 0.0231	 0.0204	 38.4	 140.0	 12.4	 0.3	 0.2	 0.5	 0.7	 1.0	 1.4	 2.8	 4.836	 14.7	 57.2	 0.000	
42146	 -0.227	 0.0230	 0.0056	 32.7	 117.9	 12.4	 0.3	 0.2	 0.5	 0.7	 1.0	 1.4	 2.8	 4.825	 13.8	 64.2	 0.000	
42147	 -0.586	 0.0239	 0.0138	 24.0	 133.5	 16.1	 0.4	 0.3	 0.5	 0.7	 1.0	 1.4	 2.8	 4.806	 13.2	 60.1	 0.000	
42148	 -0.686	 0.0226	 0.0142	 10.8	 64.1	 15.0	 0.4	 0.3	 0.5	 0.7	 1.0	 1.4	 2.8	 4.786	 12.3	 73.9	 0.000	
42149	 0.284	 0.0211	 0.0123	 -10.9	 38.9	 13.8	 0.7	 0.5	 0.6	 0.7	 1.0	 1.4	 2.8	 4.784	 15.0	 66.6	 0.015	
42150	 -0.793	 0.0236	 0.0127	 24.0	 88.9	 15.9	 0.8	 0.6	 0.6	 0.7	 1.0	 1.4	 2.7	 4.775	 15.0	 80.9	 0.000	
42151	 0.092	 0.0293	 0.0159	 19.8	 122.0	 17.9	 1.0	 1.2	 0.8	 0.8	 1.0	 1.4	 2.7	 4.764	 14.4	 70.9	 0.000	
